Orpha_code	Orphanet_disorder	ICD_10	Relationship
404451	FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404454	Alacrimia-choreoathetosis-liver dysfunction syndrome	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404443	Tatton-Brown-Rahman syndrome	Q87.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404448	ADNP syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404437	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	G98	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404440	Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404560	Familial atypical multiple mole melanoma syndrome	C43.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404553	Vasculitis due to ADA2 deficiency	M30.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404546	DITRA	L40.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404538	X-linked distal hereditary motor neuropathy	G12.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404521	Spinal muscular atrophy with respiratory distress type 2	G12.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404514	Acquired cystic disease-associated renal cell carcinoma	C64	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404511	Clear cell papillary renal cell carcinoma	C64	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404507	Chondromyxoid fibroma	D16.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency	G11.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	G11.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404481	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome	G11.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
404476	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome	Q87.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411527	Central retinal vein occlusion	H34.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411536	Mild phosphoribosylpyrophosphate synthetase superactivity	E79.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411543	Severe phosphoribosylpyrophosphate synthetase superactivity	E79.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411590	Wolfram-like syndrome	E13.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411593	Insulin autoimmune syndrome	E16.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411602	Hereditary late-onset Parkinson disease	G20	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411629	Infantile nephropathic cystinosis	E72.0+	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411629	Infantile nephropathic cystinosis	N16.3*	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411493	Pontocerebellar hypoplasia type 10	Q04.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411501	Williams-Campbell syndrome	Q33.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411511	Angelman syndrome due to a point mutation	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411515	Angelman syndrome due to imprinting defect in 15q11-q13	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411777	Generalized eruptive keratoacanthoma	L85.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411712	Maternal riboflavin deficiency	P00.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	G40.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
412035	13q12.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411641	Ocular cystinosis	E72.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411634	Juvenile nephropathic cystinosis	E72.0+	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411634	Juvenile nephropathic cystinosis	N16.3*	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411696	Proton-pump inhibitor-responsive esophageal eosinophilia	K20	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
411709	Renal agenesis	Q60.2	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
411709	Renal agenesis	Q60.0	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
411709	Renal agenesis	Q60.1	BTNT (ORPHA code's Broader Term maps to a Narrower Term)
411703	Pulmonary non-tuberculous mycobacterial infection	A31.0	E (Exact mapping: the two concepts are equivalent)
376724	Generalized isolated dystonia	G24.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371861	Genetic hyperaldosteronism	E26.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371235	Congenital disorder of glycosylation with developmental anomaly	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371207	Congenital disorder of glycosylation with nephropathy as a major feature	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371200	Congenital disorder of glycosylation with skin involvement	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371212	Congenital disorder of glycosylation with deafness as a major feature	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371433	Genetic periodic paralysis	G72.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371428	Multicentric osteolysis-nodulosis-arthropathy spectrum	M89.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
371364	Hypotonia-speech impairment-severe cognitive delay syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391711	Persistent combined dystonia	G24.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391673	Necrotizing enterocolitis	P77	E (Exact mapping: the two concepts are equivalent)
391677	Short stature-optic atrophy-Pelger-Huët anomaly syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391723	Mucinous adenocarcinoma of the appendix	C18.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391474	Frontorhiny	Q75.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391504	Transient neonatal myasthenia gravis	P94.0	E (Exact mapping: the two concepts are equivalent)
391497	Juvenile myasthenia gravis	G70.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391490	Adult-onset myasthenia gravis	G70.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391487	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	K63.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391646	Feingold syndrome type 2	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391641	Feingold syndrome type 1	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391665	Homozygous familial hypercholesterolemia	E78.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391651	Glomus tumor	D18.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391343	Fatal post-viral neurodegenerative disorder	G04.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391348	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391351	SURF1-related Charcot-Marie-Tooth disease type 4	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome	Q87.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391384	Familial episodic pain syndrome	M79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391389	Familial episodic pain syndrome with predominantly upper body involvement	M79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391392	Familial episodic pain syndrome with predominantly lower limb involvement	M79.6	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391397	Hereditary sensory and autonomic neuropathy type 7	G60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391408	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391411	Atypical juvenile parkinsonism	G20	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391417	HSD10 disease	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391428	HSD10 disease, infantile type	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391457	HSD10 disease, neonatal type	E72.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391307	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	G40.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391311	Susceptibility to viral and mycobacterial infections due to STAT1 deficiency	D84.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391327	X-linked calvarial hyperostosis	M85.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391320	East Texas bleeding disorder	D68.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
391330	X-linked osteoporosis with fractures	M80.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398063	Refractory celiac disease	K90.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398058	Squamous cell carcinoma of the penis	C60.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398058	Squamous cell carcinoma of the penis	C60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398058	Squamous cell carcinoma of the penis	C60.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398058	Squamous cell carcinoma of the penis	C60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398058	Squamous cell carcinoma of the penis	C60.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398053	Adenocarcinoma of the penis	C60.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398053	Adenocarcinoma of the penis	C60.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398053	Adenocarcinoma of the penis	C60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398053	Adenocarcinoma of the penis	C60.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398053	Adenocarcinoma of the penis	C60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398043	Malignant tumor of penis	C60.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398043	Malignant tumor of penis	C60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398043	Malignant tumor of penis	C60.9	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398043	Malignant tumor of penis	C60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
398043	Malignant tumor of penis	C60.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397973	Intellectual disability-obesity-prognathism-eye and skin anomalies syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397968	Charcot-Marie-Tooth disease type 2R	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397964	Combined immunodeficiency due to MALT1 deficiency	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397959	TCR-alpha-beta-positive T-cell deficiency	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397946	Autosomal spastic paraplegia type 58	G11.4	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397941	MAN1B1-CDG	E77.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397937	Polyglucosan body myopathy type 1	E74.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397933	Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397927	Sacral agenesis-abnormal ossification of the vertebral bodies-persistent notochordal canal syndrome	Q87.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397922	Ferro-cerebro-cutaneous syndrome	G23.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397787	Severe combined immunodeficiency due to IKK2 deficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397802	T+ B+ severe combined immunodeficiency	D81.2	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397755	Periodic paralysis with transient compartment-like syndrome	G72.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	H35.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397750	Periodic paralysis with later-onset distal motor neuropathy	G72.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397725	COASY protein-associated neurodegeneration	G23.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397735	Autosomal dominant Charcot-Marie-Tooth disease type 2U	G60.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	Q87.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397715	Joubert syndrome with Jeune asphyxiating thoracic dystrophy	Q04.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397692	Hereditary isolated aplastic anemia	D61.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397695	3q27.3 microdeletion syndrome	Q93.5	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397685	Familial hyperprolactinemia	E22.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397615	Obesity due to CEP19 deficiency	E66.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397618	Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	Q15.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397596	Activated PI3K-delta syndrome	D81.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	E88.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397612	Macrocephaly-developmental delay syndrome	Q75.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397606	PrP systemic amyloidosis	G60.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397590	Silver-Russell syndrome due to a point mutation	Q87.1	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
397587	Deep dermatophytosis	B35.8	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	E71.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
394529	Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type	E71.3	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399839	Rare female infertility due to a congenital hypogonadotropic hypogonadism	N97.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399831	Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder	N97.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399813	Male infertility due to sperm motility disorder	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399853	Rare female infertility due to an anomaly of ovarian function	N97.0	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399771	Male infertility due to sperm disorder	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399764	Male infertility due to gonadal dysgenesis or sperm disorder	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399685	Rare male infertility due to testicular endocrine disorder	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399584	Rare male infertility due to adrenal disorder	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399808	Male infertility with teratozoospermia due to single gene mutation	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	N46	NTBT (ORPHA code's Narrower Term maps to a Broader Term)
