,Orpha_code,Orphanet_disorder,ICD_10,Relationship,Description,Genes,Orpha Code,ICD-11 code
5225,399572,Rare male infertility due to hypothalamic-pituitary-gonadal axis disorder,N46,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5226,399380,Osteonecrosis of genetic origin,M93.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5227,399388,Avascular necrosis of genetic origin,M93.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5228,399180,Secondary non-traumatic avascular necrosis,M87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5229,399180,Secondary non-traumatic avascular necrosis,M87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5230,399175,Traumatic avascular necrosis,M87.2,E (Exact mapping: the two concepts are equivalent),,,,
5231,399307,Idiopathic avascular necrosis,M87.0,E (Exact mapping: the two concepts are equivalent),,,,
5232,399319,Osteochondrosis,M93.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5233,399293,Osteonecrosis of the jaw,K10.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5234,399058,Alpha-B crystallin-related late-onset myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5235,398987,Malignant teratoma of ovary,C56,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5236,399086,Finnish upper limb-onset distal myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5237,399081,KLHL9-related early-onset distal myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5238,399103,Distal nebulin myopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5239,399096,Distal anoctaminopathy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5240,399164,Avascular necrosis,M87.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5241,399164,Avascular necrosis,M87.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5242,399164,Avascular necrosis,M87.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5243,399164,Avascular necrosis,M87.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5244,399164,Avascular necrosis,M87.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5245,399164,Avascular necrosis,M87.9,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5246,399158,Osteonecrosis,M87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5247,399158,Osteonecrosis,M87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5248,399158,Osteonecrosis,M87.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5249,399158,Osteonecrosis,M87.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5250,399158,Osteonecrosis,M87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5251,399158,Osteonecrosis,M87.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5252,398961,Mucinous adenocarcinoma of ovary,C56,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5253,398980,Primary peritoneal serous/papillary carcinoma,C48.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5254,398980,Primary peritoneal serous/papillary carcinoma,C48.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5255,398980,Primary peritoneal serous/papillary carcinoma,C48.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5256,398980,Primary peritoneal serous/papillary carcinoma,C48.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5257,398971,Clear cell adenocarcinoma of the ovary,C56,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5258,398124,Neonatal lupus erythematosus,M32.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5259,398127,Neonatal scleroderma,P83.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5260,398147,Persistent idiopathic facial pain,G50.1,E (Exact mapping: the two concepts are equivalent),,,,
5261,398156,Oculoauriculofrontonasal syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5262,398166,Focal facial dermal dysplasia,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5263,398173,Focal facial dermal dysplasia type II,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5264,398189,Focal facial dermal dysplasia type IV,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5265,398069,MAGEL2-related Prader-Willi-like syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5266,398073,Prader-Willi-like syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5267,398079,SIM1-related Prader-Willi-like syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5268,398088,Hereditary cryohydrocytosis with normal stomatin,D58.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5269,398097,Neonatal antiphospholipid syndrome,D68.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5270,398109,Neonatal autoimmune hemolytic anemia,D59.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5271,398117,Neonatal dermatomyositis,M33.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5272,435628,Keppen-Lubinsky syndrome,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5273,435660,LIPE-related familial partial lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5274,435651,CIDEC-related familial partial lipodystrophy,E88.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5275,435638,3p25.3 microdeletion syndrome,Q93.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5276,435804,Short stature-advanced bone age-early-onset osteoarthritis syndrome,M89.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5277,435845,Lethal neonatal spasticity-epileptic encephalopathy syndrome,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5278,435930,Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,Q14.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5279,435819,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5280,435988,Chronic atrial and intestinal dysrhythmia syndrome,K59.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5281,435934,COG2-CDG,E77.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5282,435938,X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5283,436141,Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome,Q87.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5284,436144,Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5285,435998,Autosomal recessive intermediate Charcot-Marie-Tooth disease type D,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5286,436003,Contractures-developmental delay-Pierre Robin syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5287,436159,Autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency,D84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5288,436151,Intellectual disability-expressive aphasia-facial dysmorphism syndrome,Q87.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5289,436169,Thrombomodulin-related bleeding disorder,D68.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5290,436166,Periodic fever-infantile enterocolitis-autoinflammatory syndrome,E85.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5291,436182,Microcephalic primordial dwarfism-insulin resistance syndrome,Q87.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5292,436174,Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5293,436245,Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome,Q87.8,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5294,436242,Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease,I45.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5295,436271,Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy,G93.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5296,436252,Combined immunodeficiency-enteropathy spectrum,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5297,436274,Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa,Q82.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5298,437552,Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity,D84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5299,437572,MYH7-related late-onset scapuloperoneal muscular dystrophy,G71.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5300,438178,Fatty acyl-CoA reductase 1 deficiency,E71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5301,438159,STAT3-related early-onset multisystem autoimmune disease,M35.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5302,438134,PCNA-related progressive neurodegenerative photosensitivity syndrome,G11.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5303,438117,Steel syndrome,Q87.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5304,438114,RARS-related autosomal recessive hypomyelinating leukodystrophy,E75.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5305,438075,Ketoacidosis due to monocarboxylate transporter-1 deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5306,438279,Human infection by orthopoxvirus,B08.0,E (Exact mapping: the two concepts are equivalent),,,,
5307,438274,GCGR-related hyperglucagonemia,E16.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5308,438266,Progressive encephalomyelitis with rigidity and myoclonus,G04.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5309,438216,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome due to a point mutation,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5310,438213,PURA-related severe neonatal hypotonia-seizures-encephalopathy syndrome,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5311,438207,Severe autosomal recessive macrothrombocytopenia,D69.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5312,439224,ALECT2 amyloidosis,E85.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5313,439232,AApoAIV amyloidosis,E85.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5314,439212,Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5315,439218,KCNQ2-related epileptic encephalopathy,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5316,439196,Zinc-responsive necrolytic acral erythema,L53.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5317,439202,Non-recovering obstetric brachial plexus lesion,P14.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5318,439167,Placental insufficiency,O36.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5319,439175,Pediatric arterial ischemic stroke,I63.5,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5320,439762,Systemic polyarteritis nodosa,M30.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5321,439746,Secondary polyarteritis nodosa,M30.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5322,439755,Single-organ polyarteritis nodosa,M30.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5323,439729,Cutaneous polyarteritis nodosa,M30.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5324,439737,Primary polyarteritis nodosa,M30.0,E (Exact mapping: the two concepts are equivalent),,,,
5325,439254,ITM2B amyloidosis,E85.4+,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5326,439254,ITM2B amyloidosis,I68.0*,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5327,440221,Congenital oculomotor nerve palsy,Q07.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5328,440233,Congenital abducens nerve palsy,Q07.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5329,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,E74.0+,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5330,439854,Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease,G73.6*,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5331,440402,Interstitial lung disease due to ABCA3 deficiency,J84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5332,440392,Interstitial lung disease due to SP-C deficiency,J84.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5333,440368,Necrotizing soft tissue infection,M72.6,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5334,440713,Isolated sedoheptulokinase deficiency,E88.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5335,440731,L-ferritin deficiency,E88.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5336,440427,Severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,J84.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5337,440437,Familial colorectal cancer Type X,C18.0,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5338,440437,Familial colorectal cancer Type X,C18.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5339,440437,Familial colorectal cancer Type X,C18.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5340,440437,Familial colorectal cancer Type X,C18.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5341,440437,Familial colorectal cancer Type X,C18.4,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5342,440437,Familial colorectal cancer Type X,C18.5,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5343,440437,Familial colorectal cancer Type X,C18.6,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5344,440437,Familial colorectal cancer Type X,C18.7,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5345,440706,Ribose-5-P isomerase deficiency,G93.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5346,441447,Early-onset posterior subcapsular cataract,H26.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5347,440987,Isolated agenesis of gallbladder,Q44.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5348,443057,Sporadic porphyria cutanea tarda,E80.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5349,443062,Familial porphyria cutanea tarda,E80.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5350,443079,Central serous chorioretinopathy,H35.7,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5351,443084,Baroreflex failure,G90.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5352,443070,Hemicrania continua,G44.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5353,443073,Charcot-Marie-Tooth disease type 2S,G60.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5354,442835,Non-specific early-onset epileptic encephalopathy,G40.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5355,442582,AH amyloidosis,E85.9,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5356,443197,X-linked erythropoietic protoporphyria,E80.0,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5357,3008,Pyruvate carboxylase deficiency,E74.4,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5358,443192,Classic stiff person syndrome,G25.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5359,595,Centronuclear myopathy,G71.2,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5360,443180,Spontaneous intracranial hypotension,G96.0,E (Exact mapping: the two concepts are equivalent),,,,
5361,443173,Postpartum psychosis,F53.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5362,443291,HIV-associated cancer,B21.8,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5363,298,Mitochondrial neurogastrointestinal encephalomyopathy,G71.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5364,396,Chronic hiccup,G25.3,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5365,443236,Postural orthostatic tachycardia syndrome due to NET deficiency,I95.1,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5366,552,MODY,E13,NTBT (ORPHA code's Narrower Term maps to a Broader Term),,,,
5367,854,Primitive portal vein thrombosis,I81,E (Exact mapping: the two concepts are equivalent),,,,
5368,443227,Paratyphoid fever,A01.1,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5369,443227,Paratyphoid fever,A01.2,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
5370,443227,Paratyphoid fever,A01.3,BTNT (ORPHA code's Broader Term maps to a Narrower Term),,,,
